store_name,addr,legal_dong,dong,category,store_name_clean
덕수파스타구미사곡점,"경상북도 구미시 새마을로3길 7-3, 1층 (사곡동)",사곡동,상모사곡동,양식,덕수파스타구미사곡점
감성쭈꾸미봉곡점,"경상북도 구미시 봉곡서로 69, 1층 (봉곡동)",봉곡동,선주원남동,한식,감성쭈꾸미봉곡점
당신은지금치킨이땡긴다진평점,"경상북도 구미시 진평2길 65, 1층 (진평동)",진평동,진미동,패스트푸드,당신은지금치킨이땡긴다진평점
수궁순대국밥,"경상북도 구미시 원남로 100, 1층 (원평동)",원평동,원평동,한식,수궁순대국밥
교촌치킨문성점,"경상북도 구미시 고아읍 당산로1길 8, 1동 1층",고아읍,고아읍,패스트푸드,교촌치킨문성점
고집센그집갈비탕구미선산점,"경상북도 구미시 선산읍 선산대로 1417, 1층",선산읍,선산읍,한식,고집센그집갈비탕구미선산점
홍스커피,"경상북도 구미시 경은로 24, 1,2층 (형곡동)",형곡동,형곡1동,커피전문점,홍스커피
샤오당쟈마라탕,"경상북도 구미시 형곡동로 35, 1층 (형곡동)",형곡동,형곡1동,중식,샤오당쟈마라탕
몽찜닭사곡상모점,"경상북도 구미시 상림로 115, 1층 101호 (사곡동, 대하타운)",사곡동,상모사곡동,한식,몽찜닭사곡상모점
브런치봄날,"경상북도 구미시 금오산상가길 39-12, 1층 101호 (남통동)",남통동,선주원남동,양식,브런치봄날
짜장나라돌판공주구미점,"경상북도 구미시 구미중앙로19길 4, 1층 (원평동)",원평동,원평동,중식,짜장나라돌판공주구미점
선비꼬마김밥도량점,"경상북도 구미시 도봉로 82, GMG프라자 1층 104호 (도량동)",도량동,도량동,한식,선비꼬마김밥도량점
다담김밥상모사곡점,"경상북도 구미시 박정희로 268, 1층 (사곡동)",사곡동,상모사곡동,한식,다담김밥상모사곡점
피자헛구미시청점,"경상북도 구미시 송정대로 99, 송정 유성푸르나임 1층 103,104호 (송정동)",송정동,송정동,패스트푸드,피자헛구미시청점
페리카나인동점,"경상북도 구미시 인동중앙로3길 38-4, 1층 (황상동)",황상동,인동동,패스트푸드,페리카나인동점
대박난한식뷔페,"경상북도 구미시 고아읍 들성로 154, 2동 1층",고아읍,고아읍,한식,대박난한식뷔페
이호텔레스토랑,"경상북도 구미시 송원서로6길 57, 1층 (원평동)",원평동,원평동,양식,이호텔레스토랑
춘하마라탕형곡점,"경상북도 구미시 형곡로39길 14, 1층 102호 (형곡동)",형곡동,형곡1동,중식,춘하마라탕형곡점
타코네,"경상북도 구미시 인동38길 15-14, 1층 (구평동)",구평동,인동동,양식,타코네
부부마라탕,"경상북도 구미시 흥안로3길 9, 1층 (옥계동)",옥계동,양포동,중식,부부마라탕
아포순대,"경상북도 구미시 구미중앙로7길 2, 2동 1층 (원평동)",원평동,원평동,한식,아포순대
고려순대,"경상북도 구미시 구미중앙로7길 2, 1동 1층 (원평동)",원평동,원평동,한식,고려순대
철수네옛날통닭,"경상북도 구미시 형곡로12길 3, 1층 (형곡동)",형곡동,형곡1동,패스트푸드,철수네옛날통닭
다복식당,"경상북도 구미시 광평길 39, 1층 (광평동)",광평동,광평동,한식,다복식당
60계치킨경북구미선산점,"경상북도 구미시 선산읍 동교11길 1, 1동 1층",선산읍,선산읍,패스트푸드,60계치킨경북구미선산점
빨간떡볶이앤빨간김밥인동점,"경상북도 구미시 삼일로 50-6, 1층 (황상동)",황상동,인동동,한식,빨간떡볶이앤빨간김밥인동점
구미제일식당,"경상북도 구미시 고아읍 선산대로 1116, 제일병원 지하1층",고아읍,고아읍,일식,구미제일식당
또래분식,"경상북도 구미시 형곡로 186, 형곡중앙시장 1층 36호 (형곡동)",형곡동,형곡1동,한식,또래분식
선산대한곱창사곡점,"경상북도 구미시 상사동로 143, 1층 104호 (사곡동)",사곡동,상모사곡동,한식,선산대한곱창사곡점
에포치커피랩,"경상북도 구미시 원남로8길 13, 1층 (원평동)",원평동,원평동,커피전문점,에포치커피랩
1키로탕수육형곡송정점,"경상북도 구미시 신시로 41, 주공아파트 상가동 1층 101호 (형곡동)",형곡동,형곡1동,중식,1키로탕수육형곡송정점
홍장옛날통닭집산동점,"경상북도 구미시 산동읍 신당2로1길 6, 상가2동 1층 107호",산동읍,산동읍,패스트푸드,홍장옛날통닭집산동점
프랭크버거구미역점,"경상북도 구미시 구미중앙로 68, 1층 (원평동)",원평동,원평동,패스트푸드,프랭크버거구미역점
덕수파스타구미봉곡점,"경상북도 구미시 봉곡북로 67-1, 1층 (봉곡동)",봉곡동,선주원남동,양식,덕수파스타구미봉곡점
먹골갈비찜,"경상북도 구미시 구미중앙로37길 20, 1층 (원평동)",원평동,원평동,한식,먹골갈비찜
도량국수,"경상북도 구미시 송동로 141, 도량3주공아파트 상가동 1층 103호 (도량동)",도량동,도량동,한식,도량국수
청춘불쭈꾸미,"경상북도 구미시 인동중앙로11길 26, 1층 103, 104호 (황상동)",황상동,인동동,한식,청춘불쭈꾸미
한입만초밥구미송정형곡점,"경상북도 구미시 백산로4길 27, 1층 (송정동)",송정동,송정동,일식,한입만초밥구미송정형곡점
채선당도시락샐러드밀키트24구미시청점,"경상북도 구미시 송정대로 74, 1층 (송정동)",송정동,송정동,양식,채선당도시락샐러드밀키트24구미시청점
신남도식당,"경상북도 구미시 도봉로3길 3-4, 1층 (봉곡동)",봉곡동,선주원남동,한식,신남도식당
스시가초밥집,"경상북도 구미시 금오대로16길 31, 1동 1층 (오태동)",오태동,임오동,일식,스시가초밥집
스텔라떡볶이경북구미인동점,"경상북도 구미시 인동36길 6, 1층 (진평동)",진평동,진미동,한식,스텔라떡볶이경북구미인동점
달빛연어육회도량봉곡점,"경상북도 구미시 문장로12길 5-18, 1층 (도량동)",도량동,도량동,일식,달빛연어육회도량봉곡점
천생숯불갈비,"경상북도 구미시 인동35길 22-17, 1층 (구평동)",구평동,인동동,한식,천생숯불갈비
원지식당,"경상북도 구미시 상사동로 33, 3동 1층 (상모동)",상모동,상모사곡동,한식,원지식당
인생식당,"경상북도 구미시 상사동로24길 16, 1층 (사곡동)",사곡동,상모사곡동,한식,인생식당
골드식당,"경상북도 구미시 옥계남로 76-29, 인성빌딩 1층 (옥계동)",옥계동,양포동,한식,골드식당
미래분식,"경상북도 구미시 인동28길 61-9, 1층 (진평동)",진평동,진미동,한식,미래분식
원평대박식당,"경상북도 구미시 구미중앙로 61-8, C동 1층 109호 (원평동)",원평동,원평동,한식,원평대박식당
순수덮밥선산점,"경상북도 구미시 선산읍 동교3길 20-5, 104동 1층 103호 (동우비봉타운)",선산읍,선산읍,일식,순수덮밥선산점
또바기국수,"경상북도 구미시 박정희로 118, 1층 (상모동)",상모동,상모사곡동,한식,또바기국수
금오산풍천민물장어,"경상북도 구미시 형곡서로 44, 1층 (형곡동)",형곡동,형곡1동,한식,금오산풍천민물장어
얌얌떡볶이인동점,"경상북도 구미시 수출대로31길 24, 1층 (인의동)",인의동,인동동,한식,얌얌떡볶이인동점
롤링파스타구미역점,"경상북도 구미시 구미중앙로 106-1, 2층 (원평동)",원평동,원평동,양식,롤링파스타구미역점
내가반한닭강정구미옥계점,"경상북도 구미시 산호대로 955-1, 세영리첼 더프라임 301동 지하1층 103호 (옥계동)",옥계동,양포동,패스트푸드,내가반한닭강정구미옥계점
큰집막창비산점,"경상북도 구미시 비산로5길 25, 1층 (비산동)",비산동,비산동,한식,큰집막창비산점
홍콩대반점,"경상북도 구미시 형곡동로 1, 1층 103호 (형곡동, 대풍빌라)",형곡동,형곡1동,중식,홍콩대반점
라쿵푸마라탕앤훠궈,"경상북도 구미시 형곡중앙로 63, 2층 (형곡동)",형곡동,형곡1동,중식,라쿵푸마라탕앤훠궈
아빠가만든밥상,"경상북도 구미시 문장로12안길 2, 1층 (도량동)",도량동,도량동,한식,아빠가만든밥상
탕화쿵푸마라탕송정점,"경상북도 구미시 송정대로 17, 1층 2호 (송정동)",송정동,송정동,중식,탕화쿵푸마라탕송정점
천하장사황제숯불갈비,"경상북도 구미시 봉곡로10길 8, 가동 1층 (봉곡동)",봉곡동,선주원남동,한식,천하장사황제숯불갈비
스시스테이션문성점,"경상북도 구미시 고아읍 당산로1길 8, 1동 1층",고아읍,고아읍,일식,스시스테이션문성점
삼시세끼한식뷔페,"경상북도 구미시 선산읍 선상서로14길 2, 제1동 1층",선산읍,선산읍,한식,삼시세끼한식뷔페
전기통닭집,"경상북도 구미시 인동15길 22-2, 1층 (인의동)",인의동,인동동,패스트푸드,전기통닭집
명가손만두김밥,"경상북도 구미시 산동읍 신당1로2길 13, 1동 1층 108호",산동읍,산동읍,한식,명가손만두김밥
미미식당,"경상북도 구미시 구미중앙로9길 11, 가동 2층 222호 (원평동)",원평동,원평동,한식,미미식당
육미식당,"경상북도 구미시 신시로16길 25-2, 1층 (송정동)",송정동,송정동,한식,육미식당
피자는치즈빨인동점,"경상북도 구미시 인동19길 26, 1001동 1층 107호 (인의동, 신화오페라하우스)",인의동,인동동,패스트푸드,피자는치즈빨인동점
삼삼오오프리미엄삼겹살신평점,"경상북도 구미시 구미대로30길 20, 1층 (신평동)",신평동,신평1동,한식,삼삼오오프리미엄삼겹살신평점
딸구네가정식백반,"경상북도 구미시 선산읍 교리2길 13, 1층",선산읍,선산읍,한식,딸구네가정식백반
벤스커피,"경상북도 구미시 봉곡남로13길 7, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,벤스커피
정담은뚝배기,"경상북도 구미시 도개면 도안로 127, 1층",도개면,도개면,한식,정담은뚝배기
옥계본가누룽지삼계탕,"경상북도 구미시 산호대로29길 13-13, 1층 (옥계동)",옥계동,양포동,한식,옥계본가누룽지삼계탕
영미네한식,"경상북도 구미시 구미중앙로 127-1, 1층 (원평동)",원평동,원평동,한식,영미네한식
영동칼국수,"경상북도 구미시 송동로 86, 1층 (도량동)",도량동,도량동,한식,영동칼국수
파스타입니다구미옥계점,"경상북도 구미시 산호대로35길 18-10, 1층 (옥계동)",옥계동,양포동,양식,파스타입니다구미옥계점
원할머니보쌈족발구미문성점,"경상북도 구미시 고아읍 문성로4길 3, 주1동 1층",고아읍,고아읍,한식,원할머니보쌈족발구미문성점
빨간떡볶이빨간김밥봉곡점,"경상북도 구미시 봉곡동로 10, 1층 (봉곡동)",봉곡동,선주원남동,한식,빨간떡볶이빨간김밥봉곡점
대빵토스트쥬스옥계점,"경상북도 구미시 산호대로27길 42, 1층 (옥계동)",옥계동,양포동,패스트푸드,대빵토스트쥬스옥계점
본도시락구미산동점,"경상북도 구미시 산동읍 신당2로 47, 1층 101호",산동읍,산동읍,한식,본도시락구미산동점
프랭크버거구미옥계점,"경상북도 구미시 산동읍 산호대로39길 10, 1동 1층 104호",산동읍,산동읍,패스트푸드,프랭크버거구미옥계점
산쟁이약초백숙삼계탕,"경상북도 구미시 인동63길 71, 1층 (신동)",신동,양포동,한식,산쟁이약초백숙삼계탕
중원짬뽕,"경상북도 구미시 고아읍 들성로7길 22-12, 1동 1층",고아읍,고아읍,중식,중원짬뽕
또봉이통닭구미진평점,"경상북도 구미시 인동28길 20, 1층 (진평동)",진평동,진미동,패스트푸드,또봉이통닭구미진평점
구미산동마이카츠,"경상북도 구미시 산동읍 신당1로3길 17-6, 1동 1층 108호",산동읍,산동읍,일식,구미산동마이카츠
성지식당,"경상북도 구미시 산동읍 강동로 1038-3, 1층",산동읍,산동읍,한식,성지식당
분식쌀롱선산점,"경상북도 구미시 선산읍 선산중앙로8길 9-2, 1층",선산읍,선산읍,한식,분식쌀롱선산점
모미지,"경상북도 구미시 부곡길 119, 1층 (부곡동)",부곡동,선주원남동,일식,모미지
토미스퀘어가든,"경상북도 구미시 인동35길 50, 1동 1층 (구평동)",구평동,인동동,한식,토미스퀘어가든
스텔라떡볶이구미산동옥계점,"경상북도 구미시 산동읍 신당2로 29, 1동 1층 105호",산동읍,산동읍,한식,스텔라떡볶이구미산동옥계점
막창도둑산동점,"경상북도 구미시 산동읍 신당1로4길 8, 주1동 1층",산동읍,산동읍,한식,막창도둑산동점
자담치킨구미봉곡본점,"경상북도 구미시 봉곡로17길 20, 1층 (봉곡동)",봉곡동,선주원남동,패스트푸드,자담치킨구미봉곡본점
몽찜닭옥계직영점,"경상북도 구미시 산호대로25길 34-7, 1층 (옥계동)",옥계동,양포동,한식,몽찜닭옥계직영점
노랑통닭진평점,"경상북도 구미시 인동26길 14-2, 1동 1층 (진평동)",진평동,진미동,패스트푸드,노랑통닭진평점
경양식제작소헤베구미오태북삼점,"경상북도 구미시 금오대로16길 2, 1층 (오태동)",오태동,임오동,양식,경양식제작소헤베구미오태북삼점
맘스터치구미비산점,"경상북도 구미시 신비로 121-6, 1층 (비산동)",비산동,비산동,패스트푸드,맘스터치구미비산점
뜨라레오리구미금오산점,"경상북도 구미시 금오산로 217-43, 1동 1층 (남통동)",남통동,선주원남동,한식,뜨라레오리구미금오산점
꾸브라꼬숯불두마리치킨,"경상북도 구미시 신비로3길 8, 1층 (신평동)",신평동,신평1동,패스트푸드,꾸브라꼬숯불두마리치킨
서울뚝배기포차,"경상북도 구미시 수출대로31길 72-1, 1층 (인의동)",인의동,인동동,한식,서울뚝배기포차
빅스타루프탑커피엔펍,"경상북도 구미시 인동가산로 14, 11층 1101호 (진평동)",진평동,진미동,양식,빅스타루프탑커피엔펍
비비디비비빔밥,"경상북도 구미시 산호대로21길 7, 1층 (거의동)",거의동,양포동,한식,비비디비비빔밥
무을약초백숙,"경상북도 구미시 무을면 상무로 952-10, 주1동 1층",무을면,무을면,한식,무을약초백숙
99핫피자,"경상북도 구미시 신시로14길 6, 1층 (송정동)",송정동,송정동,패스트푸드,99핫피자
빽보이피자앤연돈볼카츠구미인동점,"경상북도 구미시 인동중앙로 16, A동 1층 (인의동)",인의동,인동동,패스트푸드,빽보이피자앤연돈볼카츠구미인동점
한끼밥상,"경상북도 구미시 산호대로 187, 낙동상가 낙동상가동 1층 104,105,108호 (공단동)",공단동,공단동,한식,한끼밥상
열정국밥인동점,"경상북도 구미시 진평2길 15-11, 1층 (진평동)",진평동,진미동,한식,열정국밥인동점
신시로돼지국밥,"경상북도 구미시 형곡동로 110, 나동 1층 (형곡동)",형곡동,형곡1동,한식,신시로돼지국밥
여부초밥구미옥계점,"경상북도 구미시 옥계북로 34, 원광빌딩 1층 107호 (옥계동)",옥계동,양포동,일식,여부초밥구미옥계점
치킨의신상모점,"경상북도 구미시 상사서로 55, 상모프라자 1층 131호 (상모동)",상모동,상모사곡동,패스트푸드,치킨의신상모점
멕시칸치킨진평점,"경상북도 구미시 인동8길 18, 1층 (진평동)",진평동,진미동,패스트푸드,멕시칸치킨진평점
호호부대찌개,"경상북도 구미시 상사서로4길 21, 1층 (상모동)",상모동,상모사곡동,한식,호호부대찌개
뚱이네춘천닭갈비,"경상북도 구미시 옥계북로12길 13-12, 리치빌딩 1층 (옥계동)",옥계동,양포동,한식,뚱이네춘천닭갈비
봉산칼국수,"경상북도 구미시 산동읍 산호대로43길 5, 제1동 1층",산동읍,산동읍,한식,봉산칼국수
단정얼큰이추어탕,"경상북도 구미시 산동읍 산호대로43길 8-14, 강남스크린실내연습장 1동 1층",산동읍,산동읍,한식,단정얼큰이추어탕
갓포본,"경상북도 구미시 인동중앙로1길 5, 2층 (황상동)",황상동,인동동,일식,갓포본
바른국밥옥계산동점,"경상북도 구미시 산호대로35길 18-6, 1층 (옥계동)",옥계동,양포동,한식,바른국밥옥계산동점
땅땅치킨도량점,"경상북도 구미시 도봉로5길 41, 1층 (도량동)",도량동,도량동,패스트푸드,땅땅치킨도량점
오가네밥상뷔페,"경상북도 구미시 여헌로6길 11-4, 1층 (인의동)",인의동,인동동,한식,오가네밥상뷔페
피자와썹봉곡도량점,"경상북도 구미시 도봉로5안길 9, 1층 (도량동)",도량동,도량동,패스트푸드,피자와썹봉곡도량점
흥부민물장어구미점,"경상북도 구미시 산책길 55-4, 2층 (원평동)",원평동,원평동,한식,흥부민물장어구미점
메가엠지씨커피구미4공단점,"경상북도 구미시 산동읍 산호대로41길 14-13, 1동 1층",산동읍,산동읍,커피전문점,메가엠지씨커피구미4공단점
일품항아리삼겹살막창진평점,"경상북도 구미시 이계남로 144, 1층 (진평동)",진평동,진미동,한식,일품항아리삼겹살막창진평점
신계찜닭,"경상북도 구미시 형곡서로 60, 1층 (형곡동)",형곡동,형곡1동,한식,신계찜닭
또또막창,"경상북도 구미시 상사서로 152, 1층 (사곡동)",사곡동,상모사곡동,한식,또또막창
팔공제면구미점앤봉화가든,"경상북도 구미시 산동읍 신당3로1길 5, 1층",산동읍,산동읍,한식,팔공제면구미점앤봉화가든
팔도짬뽕마을,"경상북도 구미시 송선로 453, 1층 (도량동)",도량동,도량동,중식,팔도짬뽕마을
언유주얼커피바,"경상북도 구미시 금오산로10길 27, 1층 (원평동)",원평동,원평동,커피전문점,언유주얼커피바
위가막창,"경상북도 구미시 신시로 1, 1층 (형곡동)",형곡동,형곡1동,한식,위가막창
치킨마루형곡점,"경상북도 구미시 형곡동로6길 5-10, 1층 (형곡동)",형곡동,형곡1동,패스트푸드,치킨마루형곡점
민이식당,"경상북도 구미시 고아읍 선산대로 971, 1층",고아읍,고아읍,한식,민이식당
쭈니분식,"경상북도 구미시 봉곡동로 30, 1동 1층 (봉곡동)",봉곡동,선주원남동,한식,쭈니분식
수니한우소머리국밥,"경상북도 구미시 신비로4길 20-20, 1층 (신평동)",신평동,신평1동,한식,수니한우소머리국밥
비스트로어떤날,"경상북도 구미시 인동20길 43-4, 1층 101호 (진평동)",진평동,진미동,양식,비스트로어떤날
깐부막창,"경상북도 구미시 새마을로3길 22, 주1동 1층 (사곡동)",사곡동,상모사곡동,한식,깐부막창
포케올데이구미산동점,"경상북도 구미시 산동읍 신당1로4길 3, 1층 105,106호",산동읍,산동읍,양식,포케올데이구미산동점
행복한오리고아점,"경상북도 구미시 고아읍 선산대로 853, 주1동 1층",고아읍,고아읍,한식,행복한오리고아점
제주통해장국시청점,"경상북도 구미시 송원서로 23, 1층 (송정동)",송정동,송정동,한식,제주통해장국시청점
쑈진즈마라탕산동점,"경상북도 구미시 산동읍 신당1로2길 7, 석세스-2 1동 1층 103호",산동읍,산동읍,중식,쑈진즈마라탕산동점
프레드피자구미1호점,"경상북도 구미시 신시로14길 126, 601동 1층 102호 (송정동, 신화오페라하우스)",송정동,송정동,패스트푸드,프레드피자구미1호점
옥계꼬막짬뽕,"경상북도 구미시 옥계남로5길 4-15, 1층 (옥계동)",옥계동,양포동,중식,옥계꼬막짬뽕
구이구이양꼬치,"경상북도 구미시 산동읍 신당1로4길 5-6, 1동 1층 101호",산동읍,산동읍,중식,구이구이양꼬치
분식쌀롱옥계점,"경상북도 구미시 옥계남로5길 12-8, 1층 (옥계동)",옥계동,양포동,한식,분식쌀롱옥계점
가은이네연탄석쇠불고기,"경상북도 구미시 수출대로29길 22, 1층 (인의동)",인의동,인동동,한식,가은이네연탄석쇠불고기
인생극장쪽갈비인동진평점,"경상북도 구미시 인동32길 22-26, 1층 (진평동)",진평동,진미동,한식,인생극장쪽갈비인동진평점
덕분식당,"경상북도 구미시 송동로 83, 1층 (도량동)",도량동,도량동,한식,덕분식당
마라순코우금오공대점,"경상북도 구미시 대학로 49-3, 지하1층 (거의동)",거의동,양포동,중식,마라순코우금오공대점
김치찜은못참지인동점,"경상북도 구미시 인동중앙로3길 29, 영무메트로 1층 107,108호 (황상동)",황상동,인동동,한식,김치찜은못참지인동점
금자옛날떡볶이구미산동점,"경상북도 구미시 산동읍 신당1로4길 14, 1동 1층 109호",산동읍,산동읍,한식,금자옛날떡볶이구미산동점
와플대학구미문성캠퍼스,"경상북도 구미시 고아읍 들성로 220, 1동 1층",고아읍,고아읍,제과점/아이스크림,와플대학구미문성캠퍼스
소림마라구미선산점,"경상북도 구미시 선산읍 동교2길 7-7, 1동 1층",선산읍,선산읍,중식,소림마라구미선산점
88식당,"경상북도 구미시 봉곡북로 98, 1층 (봉곡동)",봉곡동,선주원남동,한식,88식당
오사카츠,"경상북도 구미시 인동32길 50-2, 1층 (진평동)",진평동,진미동,일식,오사카츠
프랭크버거구미도량점,"경상북도 구미시 도봉로 80, 1층 (도량동)",도량동,도량동,패스트푸드,프랭크버거구미도량점
홍가추어탕,"경상북도 구미시 송원서로2길 41, 1층 (원평동)",원평동,원평동,한식,홍가추어탕
일품양평해장국인동점,"경상북도 구미시 인동중앙로1길 8, 1층 (황상동)",황상동,인동동,한식,일품양평해장국인동점
일등수제돈카츠상모점,"경상북도 구미시 박정희로 88, 세양청마루아파트 상가동 1층 104,105호 (상모동)",상모동,상모사곡동,일식,일등수제돈카츠상모점
이복주보리밥,"경상북도 구미시 인동26길 42, 1층 (진평동)",진평동,진미동,한식,이복주보리밥
스플릿홀덤펍,"경상북도 구미시 신시로 55, 2층 (형곡동)",형곡동,형곡1동,양식,스플릿홀덤펍
일품순대국밥,"경상북도 구미시 도봉로 76-47, 1층 (도량동)",도량동,도량동,한식,일품순대국밥
일품양평해장국구미선산점,"경상북도 구미시 선산읍 동교11길 1, 주1동 1층",선산읍,선산읍,한식,일품양평해장국구미선산점
삼겹살의진심,"경상북도 구미시 봉곡동로 19, 1층 (봉곡동)",봉곡동,선주원남동,한식,삼겹살의진심
오늘온족발,"경상북도 구미시 형곡로33길 3, 1층 101호 (형곡동, 월드빌라트)",형곡동,형곡1동,한식,오늘온족발
독도참치도량점,"경상북도 구미시 송동로 205-1, 1층 (도량동)",도량동,도량동,일식,독도참치도량점
위너커피,"경상북도 구미시 봉곡북로13길 15-1, 1층 (봉곡동)",봉곡동,선주원남동,커피전문점,위너커피
여리찜닭,"경상북도 구미시 산호대로 955-1, 세영리첼 더프라임 301동 지하1층 104호 (옥계동)",옥계동,양포동,한식,여리찜닭
바로덮밥앤파스타,"경상북도 구미시 구미대로32길 3, 1층 (신평동)",신평동,신평1동,일식,바로덮밥앤파스타
남원식당,"경상북도 구미시 3공단1로 302-7, 구미공구상가 지하1층 27호 (임수동)",임수동,진미동,한식,남원식당
오스테리아다니,"경상북도 구미시 금오산로 134, 1층 (원평동)",원평동,원평동,양식,오스테리아다니
28청춘숯불닭갈비봉곡점,"경상북도 구미시 봉곡로 76, 1층 (봉곡동)",봉곡동,선주원남동,한식,28청춘숯불닭갈비봉곡점
남매분식푸드,"경상북도 구미시 송동로 117, 한빛타운 상가A동 1층 108호 (도량동)",도량동,도량동,한식,남매분식푸드
외계인피자구미점,"경상북도 구미시 인동중앙로3길 8, 1층 (황상동)",황상동,인동동,패스트푸드,외계인피자구미점
일선고기국수,"경상북도 구미시 수출대로31길 39-1, 1층 (황상동)",황상동,인동동,한식,일선고기국수
완미족발구미인동점,"경상북도 구미시 인동중앙로3길 22, 하나빌딩 1층 (황상동)",황상동,인동동,한식,완미족발구미인동점
소문난한식뷔페,"경상북도 구미시 여헌로 56, 가동 2층 (인의동)",인의동,인동동,한식,소문난한식뷔페
뉴마왕핫도그,"경상북도 구미시 인동13길 2, 1층 (인의동)",인의동,인동동,패스트푸드,뉴마왕핫도그
우리집식당,"경상북도 구미시 수출대로31길 57, 1층 (황상동)",황상동,인동동,한식,우리집식당
피자나라치킨공주구미산동점,"경상북도 구미시 산동읍 신당1로3길 17-7, 1동 1층 109호",산동읍,산동읍,패스트푸드,피자나라치킨공주구미산동점
도도춘천닭갈비문성점,"경상북도 구미시 고아읍 동평로5길 13, 1층",고아읍,고아읍,한식,도도춘천닭갈비문성점
선비꼬마김밥구미구평점,"경상북도 구미시 인동36길 21, 1층 (구평동)",구평동,인동동,한식,선비꼬마김밥구미구평점
윙윙치킨,"경상북도 구미시 상모로8길 5-3, 1층 (상모동)",상모동,상모사곡동,패스트푸드,윙윙치킨
정일품순대국밥,"경상북도 구미시 인동남길 150, 1층 (진평동)",진평동,진미동,한식,정일품순대국밥
제주통해장국,"경상북도 구미시 산호대로 213, 2층 204호 (공단동)",공단동,공단동,한식,제주통해장국
돌통통닭상모점,"경상북도 구미시 상사서로 76, A동 1층 (상모동)",상모동,상모사곡동,패스트푸드,돌통통닭상모점
오지버거구미3호점,"경상북도 구미시 백산로5길 13, 1동 1층 107호 (송정동)",송정동,송정동,패스트푸드,오지버거구미3호점
라포이트홀덤펍,"경상북도 구미시 인동중앙로11길 29, 주1동 2층 (황상동)",황상동,인동동,양식,라포이트홀덤펍
돈까스다방형곡점,"경상북도 구미시 형곡로 138, 1층 (형곡동)",형곡동,형곡1동,커피전문점,돈까스다방형곡점
하스커피,"경상북도 구미시 옥계신당로5안길 14-5, 주1동 지하1,1,2,3층 (옥계동)",옥계동,양포동,커피전문점,하스커피
구름계란덮밥사곡점,"경상북도 구미시 상사동로16길 10, 1층 (사곡동)",사곡동,상모사곡동,일식,구름계란덮밥사곡점
오복이한우국밥냉면,"경상북도 구미시 진평길 72, 1층 (진평동)",진평동,진미동,한식,오복이한우국밥냉면
엄가네순대,"경상북도 구미시 구미중앙로9길 11, 가동 1층 145호 (원평동)",원평동,원평동,한식,엄가네순대
제주고여사식당,"경상북도 구미시 수출대로 152, 1층 101호 (공단동)",공단동,공단동,한식,제주고여사식당
아빠네옛날시장통닭진평점,"경상북도 구미시 인동28길 25-9, 1층 (진평동)",진평동,진미동,패스트푸드,아빠네옛날시장통닭진평점
구룡중화요리,"경상북도 구미시 1공단로 212, 구미한라시그마밸리 1층 116호 (공단동)",공단동,공단동,중식,구룡중화요리
차이난짬뽕,"경상북도 구미시 선산읍 남문로3길 26-2, 1층",선산읍,선산읍,중식,차이난짬뽕
해평단골식당,"경상북도 구미시 해평면 해평시장3길 10-1, 1층",해평면,해평면,한식,해평단골식당
오태식해바라기치킨송정점,"경상북도 구미시 신시로10길 102, 1층 (송정동)",송정동,송정동,패스트푸드,오태식해바라기치킨송정점
쉐프앤돈가든,"경상북도 구미시 고아읍 들성로 29, 1층",고아읍,고아읍,한식,쉐프앤돈가든
오빠물회초밥,"경상북도 구미시 인동17길 34, 인의대동다숲아파트 상가동 1층 104호 (인의동)",인의동,인동동,일식,오빠물회초밥
1키로탕수육구미도량점,"경상북도 구미시 송동로 59-4, 1층 (도량동)",도량동,도량동,중식,1키로탕수육구미도량점
파스쿠찌구미금오산점,"경상북도 구미시 금오산로 219, 1,2층 (남통동)",남통동,선주원남동,커피전문점,파스쿠찌구미금오산점
88추어탕,"경상북도 구미시 고아읍 선산대로 353, 1동 1층",고아읍,고아읍,한식,88추어탕
통큰한식부페,"경상북도 구미시 3공단1로 288, 1층 105,106호 (임수동)",임수동,진미동,한식,통큰한식부페
피자스쿨원호문성점,"경상북도 구미시 고아읍 들성로 171, 301동(상가)동 1층 102호 (구미고아세영리첼레이크뷰)",고아읍,고아읍,패스트푸드,피자스쿨원호문성점
비에이치씨임오점,"경상북도 구미시 임은길 19, 1층 (임은동)",임은동,임오동,패스트푸드,비에이치씨임오점
밀당분식,"경상북도 구미시 고아읍 들성로 257, 1층",고아읍,고아읍,한식,밀당분식
봉구스밥버거비산점,"경상북도 구미시 비산로 21, 비산전원리빙필 상가동 1층 101호 (비산동)",비산동,비산동,패스트푸드,봉구스밥버거비산점
함미국수,"경상북도 구미시 인동32길 28-2, 1층 (진평동)",진평동,진미동,한식,함미국수
보석갈비,"경상북도 구미시 봉곡남로 5, 1층 (봉곡동)",봉곡동,선주원남동,한식,보석갈비
미리내푸드도시락,"경상북도 구미시 상사동로 198, 1층 (사곡동)",사곡동,상모사곡동,한식,미리내푸드도시락
오고집숯불갈비,"경상북도 구미시 신비로 133, 1동 1층 (비산동)",비산동,비산동,한식,오고집숯불갈비
이모네식당,"경상북도 구미시 산업로 256-8, 1층 (원평동)",원평동,원평동,한식,이모네식당
백수양오삼불고기,"경상북도 구미시 신시로14길 94-3, 1층 (송정동)",송정동,송정동,한식,백수양오삼불고기
